,Global Speakers,Size,Status,Global Speakers Category
304,31136914.044585988,1,1,1
305,31136914.044585988,1,0,1
306,300000.0,1,0,0
307,2001000.0,1,2,0
308,1252770.0,0,0,0
309,1252770.0,1,2,0
310,4685760.0,2,0,0
311,4685760.0,0,0,0
312,578000.0,1,0,0
313,107000.0,0,2,0
314,107000.0,0,2,0
315,1106100.0,0,2,0
316,2700000.0,2,0,0
317,140000.0,1,0,0
318,670710.0,0,2,0
319,6305020.0,1,1,0
320,6305020.0,1,2,0
321,6305020.0,2,0,0
322,6500000.0,0,1,0
323,1935500.0,0,0,0
324,663100.0,0,0,0
325,31136914.044585988,0,0,1
326,77136760.11146498,3,0,1
327,77136760.11146498,2,0,1
328,77136760.11146498,2,2,1
329,77136760.11146498,3,0,1
330,77136760.11146498,2,0,1
331,77136760.11146498,2,0,1
332,77136760.11146498,2,0,1
333,300000.0,0,0,0
334,470000.0,0,1,0
335,300000.0,1,1,0
336,300000.0,1,0,0
337,50462190.0,4,0,1
338,50462190.0,4,0,1
339,50462190.0,4,0,1
340,50462190.0,4,0,1
341,14485000.0,2,0,0
342,14485000.0,2,0,0
343,14485000.0,2,0,0
344,745800.0,0,0,0
345,745000.0,1,0,0
346,150000.0,1,0,0
347,2372000.0,2,0,0
348,2372000.0,2,0,0
349,2372000.0,1,0,0
350,31136914.044585988,0,1,1
351,22100000.0,1,0,0
352,175000.0,1,0,0
353,175000.0,0,0,0
354,175000.0,2,0,0
355,175000.0,4,0,0
356,1270000.0,0,0,0
357,3856370.0,2,0,0
358,3856370.0,2,0,0
359,3856370.0,2,0,0
360,3856370.0,3,0,0
361,325000.0,0,0,0
362,3858920.0,1,0,0
363,3858920.0,1,2,0
364,3858920.0,2,0,0
365,77136760.11146498,4,1,1
366,77136760.11146498,2,0,1
367,77136760.11146498,1,0,1
368,77136760.11146498,3,0,1
369,77136760.11146498,4,1,1
370,31136914.044585988,1,4,1
371,31136914.044585988,1,4,1
372,18000.0,0,0,0
373,31136914.044585988,3,0,1
374,350000.0,1,0,0
375,6623000.0,0,0,0
376,6623000.0,0,2,0
377,119881.0,0,2,0
378,1534800.0,0,0,0
379,161000.0,0,0,0
380,31136914.044585988,2,0,1
381,1064200.0,0,0,0
382,13170460.0,2,0,0
383,13170460.0,2,1,0
384,13170460.0,3,0,0
385,13170460.0,2,0,0
386,13170460.0,2,0,0
387,89000.0,2,0,0
388,89000.0,2,0,0
389,600000.0,0,0,0
390,6162840.0,1,0,0
391,6162840.0,1,0,0
392,130000.0,1,0,0
393,1305800.0,0,0,0
394,60588970.0,4,0,1
395,60588970.0,2,2,1
396,60588970.0,4,0,1
397,60588970.0,2,0,1
398,9750000.0,2,2,0
399,250000.0,0,0,0
400,250000.0,0,0,0
401,934000.0,0,0,0
402,1860000.0,0,0,0
403,1653000.0,0,0,0
404,500000.0,0,0,0
405,381800.0,0,0,0
406,381800.0,1,0,0
407,50000.0,3,0,0
408,50000.0,2,0,0
409,50000.0,4,0,0
410,50000.0,3,0,0
411,200.0,0,0,0
412,50462190.0,2,0,1
413,7613800.0,4,0,0
414,7613800.0,2,0,0
415,7613800.0,4,0,0
416,7613800.0,4,0,0
417,7613800.0,2,0,0
418,133016.0,0,0,0
419,133016.0,0,0,0
420,210410.0,0,2,0
421,48467490.0,1,0,1
422,48467490.0,1,0,1
423,3000000.0,2,0,0
424,31136914.044585988,2,0,1
425,31136914.044585988,4,0,1
426,31136914.044585988,4,0,1
427,31136914.044585988,4,0,1
428,2840000.0,1,0,0
429,2840000.0,1,0,0
430,74930300.0,1,0,1
431,74930300.0,1,0,1
432,74930300.0,1,0,1
433,74930300.0,1,0,1
434,27200.0,0,2,0
435,600000.0,1,2,0
436,8000000.0,1,0,0
437,9303950.0,1,0,0
438,9303950.0,3,0,0
439,9303950.0,2,0,0
440,9303950.0,2,0,0
441,9303950.0,3,0,0
442,9303950.0,2,0,0
443,211700.0,1,0,0
444,77136760.11146498,4,0,1
445,77136760.11146498,2,2,1
446,77136760.11146498,3,0,1
447,77136760.11146498,2,2,1
448,77136760.11146498,3,0,1
449,7710850.0,0,0,0
450,50462190.0,2,0,1
451,6080.0,0,1,0
452,37300000.0,2,0,1
453,12574280.0,2,0,0
454,12574280.0,3,2,0
455,12574280.0,2,0,0
456,12574280.0,2,0,0
457,10680.0,0,0,0
458,116000.0,0,0,0
459,116000.0,0,0,0
460,277000.0,0,0,0
461,9970000.0,1,0,0
462,300000.0,0,2,0
463,27014190.0,2,0,0
464,27014190.0,2,0,0
465,27014190.0,2,0,0
466,27014190.0,2,0,0
467,27014190.0,2,0,0
468,6482100.0,0,0,0
469,6482100.0,2,0,0
470,6246880.0,0,0,0
471,6246880.0,0,0,0
472,31136914.044585988,4,0,1
473,77136760.11146498,2,0,1
474,77136760.11146498,2,2,1
475,322900.0,0,0,0
476,200000.0,0,2,0
477,200000.0,0,0,0
478,1200.0,0,1,0
479,241000.0,0,0,0
480,15655900.0,1,0,0
481,125120.0,1,0,0
482,125120.0,1,0,0
483,1171000.0,1,2,0
484,1171000.0,2,2,0
485,1171000.0,1,0,0
486,1171000.0,0,2,0
487,4904000.0,3,0,0
488,4904000.0,4,0,0
489,4904000.0,4,0,0
490,4904000.0,4,0,0
491,4904000.0,4,0,0
492,5700000.0,1,0,0
493,21000000.0,1,0,0
494,3000.0,0,0,0
495,400.0,0,0,0
496,1400.0,0,0,0
497,1400.0,1,0,0
498,31136914.044585988,0,0,1
499,67894920.0,2,0,1
500,67894920.0,3,0,1
501,67894920.0,3,1,1
502,67894920.0,3,0,1
503,67894920.0,3,1,1
504,67894920.0,3,0,1
505,31136914.044585988,4,0,1
506,31136914.044585988,4,0,1
507,31136914.044585988,4,0,1
508,31136914.044585988,4,0,1
509,31136914.044585988,4,0,1
510,83600.0,0,0,0
511,31136914.044585988,0,0,1
512,3200000.0,4,0,0
513,3200000.0,4,0,0
514,3200000.0,4,0,0
515,3200000.0,4,0,0
516,3200000.0,2,0,0
517,77136760.11146498,2,2,1
518,77136760.11146498,0,1,1
519,77136760.11146498,2,0,1
520,77136760.11146498,3,0,1
521,77136760.11146498,2,0,1
522,68277600.0,1,0,1
523,31136914.044585988,2,1,1
524,31136914.044585988,3,4,1
525,31136914.044585988,3,4,1
526,31136914.044585988,4,0,1
527,31136914.044585988,4,0,1
528,31136914.044585988,4,0,1
529,31136914.044585988,2,0,1
530,31136914.044585988,4,0,1
531,10000.0,0,0,0
532,31136914.044585988,0,2,1
533,4500.0,1,0,0
534,31136914.044585988,4,0,1
535,45100.0,0,0,0
536,820000.0,0,0,0
537,202.0,0,1,0
538,31136914.044585988,0,0,1
539,31136914.044585988,0,1,1
540,31136914.044585988,0,0,1
541,31136914.044585988,0,0,1
542,31136914.044585988,0,0,1
543,31136914.044585988,0,0,1
544,31136914.044585988,2,0,1
545,31136914.044585988,2,0,1
546,133016.0,2,1,0
547,133016.0,2,1,0
548,133016.0,0,0,0
549,133016.0,0,0,0
550,80500.0,2,0,0
551,1270000.0,0,0,0
552,1270000.0,0,0,0
553,1270000.0,1,0,0
554,1702500.0,1,0,0
555,984300.0,0,0,0
556,31136914.044585988,1,2,1
557,5599200.0,0,0,0
558,940000.0,0,2,0
559,31136914.044585988,0,1,1
560,50.0,0,0,0
561,258000.0,0,0,0
562,5000.0,0,0,0
563,200000.0,2,0,0
564,431800.0,1,0,0
565,431800.0,1,0,0
566,31136914.044585988,1,2,1
567,56463310.0,2,0,1
568,56463310.0,2,0,1
569,833000.0,0,0,0
570,833000.0,1,0,0
571,833000.0,0,0,0
572,833000.0,0,0,0
573,310400.0,0,0,0
574,310400.0,1,0,0
575,635670.0,0,0,0
576,7000000.0,1,0,0
577,7000000.0,0,2,0
578,7000000.0,0,2,0
579,18200.0,0,0,0
580,6914780.0,0,0,0
581,711310.0,0,0,0
582,9980000.0,1,0,0
583,9980000.0,0,0,0
584,15000.0,0,0,0
585,2672080.0,1,0,0
586,27000.0,0,0,0
587,1380000.0,1,0,0
588,1380000.0,1,0,0
589,17591230.0,1,0,0
590,17591230.0,2,0,0
591,332200.0,0,0,0
592,6500000.0,2,1,0
593,6500000.0,0,0,0
594,2100000.0,1,1,0
595,433000.0,0,0,0
596,12120250.0,1,2,0
597,12120250.0,1,0,0
598,10000000.0,0,2,0
599,31136914.044585988,0,0,1
600,5400000.0,0,0,0
601,114000.0,1,0,0
602,31136914.044585988,2,4,1
603,31136914.044585988,2,4,1
604,5889650.0,2,0,0
605,244477.0,0,0,0
606,210000.0,1,0,0
607,77136760.11146498,3,2,1
608,77136760.11146498,4,0,1
609,77136760.11146498,2,0,1
610,77136760.11146498,2,0,1
611,77136760.11146498,4,0,1
612,31136914.044585988,1,2,1
613,31136914.044585988,1,0,1
614,39000.0,0,0,0
615,31136914.044585988,0,0,1
616,1220000.0,1,0,0
617,214000.0,1,0,0
618,271000.0,1,0,0
619,33000.0,0,0,0
620,440.0,0,0,0
621,61000.0,0,0,0
622,461000.0,0,0,0
623,22132670.0,1,2,0
624,22132670.0,0,0,0
625,15000.0,0,0,0
626,100000.0,1,2,0
627,600.0,0,0,0
628,4170000.0,1,0,0
629,27000.0,1,0,0
630,600000.0,0,0,0
631,600000.0,0,2,0
632,2100.0,0,3,0
633,125000.0,0,0,0
634,4230000.0,1,0,0
635,4230000.0,1,0,0
636,74000.0,0,0,0
637,1765910.0,0,0,0
638,1765910.0,1,0,0
639,22000.0,0,0,0
640,31136914.044585988,2,0,1
641,31136914.044585988,0,0,1
642,31136914.044585988,2,0,1
643,31136914.044585988,2,3,1
644,31136914.044585988,2,3,1
645,31136914.044585988,2,3,1
646,31136914.044585988,2,3,1
647,31136914.044585988,2,3,1
648,31136914.044585988,2,3,1
649,31136914.044585988,2,3,1
650,31136914.044585988,2,3,1
651,31136914.044585988,3,3,1
652,633610.0,0,0,0
653,31136914.044585988,2,0,1
654,4911800.0,1,0,0
655,35000.0,0,0,0
656,508210.0,1,1,0
657,442000.0,0,0,0
658,407000.0,1,0,0
659,29000.0,0,0,0
660,2260520.0,0,0,0
661,3000600.0,1,2,0
662,3000600.0,1,0,0
663,3000600.0,1,0,0
664,31136914.044585988,2,0,1
665,31136914.044585988,2,0,1
666,7500.0,0,0,0
667,7500.0,1,0,0
668,7500.0,1,0,0
669,266000.0,0,0,0
670,3903000.0,1,1,0
671,180000.0,0,0,0
672,31136914.044585988,1,0,1
673,447360.0,2,0,0
674,7060000.0,1,0,0
675,1510000.0,1,0,0
676,31136914.044585988,1,1,1
677,31136914.044585988,1,1,1
678,6564750.0,1,0,0
679,31136914.044585988,2,4,1
680,31136914.044585988,2,4,1
681,31136914.044585988,0,3,1
682,4200000.0,0,0,0
683,1760000.0,0,0,0
684,471400.0,0,2,0
685,1620290.0,1,0,0
686,1620290.0,1,0,0
687,1620290.0,1,0,0
688,1620290.0,0,2,0
689,31136914.044585988,1,1,1
690,7790900.0,0,2,0
691,7790900.0,0,0,0
692,308000.0,1,0,0
693,1100000.0,0,0,0
694,300000.0,0,0,0
695,34085000.0,1,0,1
696,34085000.0,2,0,1
697,2530000.0,0,2,0
698,2530000.0,0,0,0
699,18138380.0,0,1,0
700,18138380.0,0,0,0
701,18138380.0,1,2,0
702,77136760.11146498,1,0,1
703,77136760.11146498,1,0,1
704,35495000.0,2,0,1
705,35495000.0,2,2,1
706,35495000.0,2,0,1
707,35495000.0,2,0,1
708,481760.0,2,0,0
709,488500.0,1,0,0
710,488500.0,1,0,0
711,488500.0,1,0,0
712,488500.0,1,0,0
713,488500.0,1,0,0
714,60000.0,0,0,0
715,2350000.0,1,0,0
716,390.0,1,0,0
717,77136760.11146498,3,0,1
718,77136760.11146498,3,0,1
719,77136760.11146498,1,0,1
720,77136760.11146498,4,0,1
721,77136760.11146498,4,0,1
722,77136760.11146498,4,0,1
723,77136760.11146498,4,0,1
724,154000.0,1,0,0
725,1325000.0,2,0,0
726,1325000.0,1,0,0
727,1325000.0,2,0,0
728,356800.0,0,0,0
729,900000.0,0,0,0
730,1733000.0,2,0,0
731,1733000.0,2,0,0
732,1733000.0,1,0,0
733,1733000.0,2,0,0
734,390000.0,0,0,0
735,258410.0,0,2,0
736,866000.0,0,2,0
737,866000.0,0,0,0
738,77136760.11146498,2,0,1
739,77136760.11146498,1,2,1
740,77136760.11146498,0,2,1
741,900000.0,1,0,0
742,185800.0,0,0,0
743,186700.0,0,0,0
744,61000.0,0,2,0
745,600000.0,0,0,0
746,20591400.0,2,0,0
747,440000.0,0,0,0
748,31136914.044585988,2,3,1
749,1090000.0,0,0,0
750,100000.0,0,0,0
751,100000.0,0,0,0
752,2340000.0,0,0,0
753,220000.0,0,0,0
754,210000.0,1,0,0
755,1775000.0,1,0,0
756,1800000.0,1,0,0
757,1976000.0,0,0,0
758,1976000.0,0,0,0
759,1976000.0,1,0,0
760,77136760.11146498,4,0,1
761,77136760.11146498,4,0,1
762,77136760.11146498,4,0,1
763,77136760.11146498,4,0,1
764,77136760.11146498,3,0,1
765,77136760.11146498,4,0,1
766,813600.0,0,0,0
767,6463000.0,1,0,0
768,345530.0,0,0,0
769,11600.0,0,0,0
770,500934.0,2,0,0
771,500934.0,1,0,0
772,500934.0,1,0,0
773,500934.0,1,0,0
774,500934.0,2,0,0
775,500934.0,1,0,0
776,3040.0,1,0,0
777,31136914.044585988,2,3,1
778,31136914.044585988,2,3,1
779,200.0,0,0,0
780,24345750.0,0,0,0
781,24345750.0,1,0,0
782,31136914.044585988,1,0,1
783,31136914.044585988,1,0,1
784,851000.0,0,2,0
785,400000.0,0,0,0
786,152000.0,0,0,0
787,31136914.044585988,2,1,1
788,2010000.0,1,0,0
789,2010000.0,1,0,0
790,7600.0,0,2,0
791,30500000.0,2,0,0
792,30500000.0,2,0,0
793,30500000.0,1,0,0
794,31136914.044585988,1,0,1
795,31136914.044585988,1,0,1
796,31136914.044585988,0,0,1
797,7829300.0,0,0,0
798,7829300.0,1,0,0
799,7829300.0,1,0,0
800,7829300.0,1,0,0
801,39000.0,0,0,0
802,7000.0,0,0,0
803,486000.0,0,0,0
804,45000.0,0,0,0
805,159700.0,0,2,0
806,10000.0,0,0,0
807,31136914.044585988,1,0,1
808,1740000.0,2,0,0
809,1740000.0,2,0,0
810,1740000.0,1,0,0
811,1740000.0,2,0,0
812,1740000.0,2,0,0
813,1740000.0,1,0,0
814,600.0,0,0,0
815,3300.0,0,0,0
816,31136914.044585988,4,2,1
817,10300.0,0,2,0
818,167000.0,0,2,0
819,1634800.0,0,2,0
820,1634800.0,0,0,0
821,5700000.0,2,1,0
822,5700000.0,2,0,0
823,5700000.0,3,1,0
824,5700000.0,1,0,0
825,100.0,0,0,0
826,20980000.0,2,0,0
827,20980000.0,1,0,0
828,20980000.0,1,0,0
829,20980000.0,2,0,0
830,4886000.0,2,0,0
831,879600.0,2,0,0
832,521542.0,2,1,0
833,31136914.044585988,3,0,1
834,31136914.044585988,1,0,1
835,31136914.044585988,2,0,1
836,31000.0,1,0,0
837,31000.0,1,1,0
838,10000.0,0,2,0
839,24200000.0,2,1,0
840,24200000.0,3,0,0
841,24200000.0,2,0,0
842,24200000.0,2,0,0
843,24200000.0,1,0,0
844,31136914.044585988,2,0,1
845,2191000.0,2,0,0
846,2191000.0,2,0,0
847,13524520.0,0,0,0
848,6029500.0,1,0,0
849,5000000.0,1,0,0
850,5000000.0,0,1,0
851,5000000.0,2,0,0
852,31136914.044585988,0,0,1
853,2000.0,1,0,0
854,896280.0,0,2,0
855,31136914.044585988,1,1,1
856,37091520.0,1,0,1
857,25900.0,0,0,0
858,25900.0,0,0,0
859,984000.0,0,0,0
860,17465900.0,1,0,0
861,1481000.0,0,2,0
862,599250.0,0,0,0
863,88500.0,1,0,0
864,88500.0,1,0,0
865,55000.0,0,0,0
866,560000.0,0,2,0
867,31136914.044585988,3,0,1
868,31136914.044585988,3,0,1
869,400000.0,2,1,0
870,18140.0,0,2,0
871,3105000.0,0,0,0
872,31136914.044585988,1,4,1
873,31136914.044585988,1,4,1
874,2049670.0,1,0,0
875,8000.0,0,0,0
876,31136914.044585988,2,0,1
877,2500000.0,2,0,0
878,1243660.0,0,0,0
879,1243660.0,0,0,0
880,80000.0,0,0,0
881,341300.0,0,0,0
882,6000000.0,1,0,0
883,6000000.0,1,0,0
884,38249700.0,2,0,1
885,38249700.0,1,0,1
886,38249700.0,1,0,1
887,61782560.0,2,0,1
888,61782560.0,2,0,1
889,61782560.0,1,0,1
890,61782560.0,2,0,1
891,7735620.0,1,0,0
892,7735620.0,0,0,0
893,31990000.0,2,0,1
894,31990000.0,2,0,1
895,31136914.044585988,2,0,1
896,31136914.044585988,4,0,1
897,700000.0,0,1,0
898,331400.0,0,2,0
899,21654.0,0,0,0
900,40378030.0,3,0,1
901,40378030.0,2,0,1
902,40378030.0,3,0,1
903,40378030.0,3,0,1
904,40378030.0,1,0,1
905,40378030.0,2,0,1
906,778000.0,2,0,0
907,778000.0,2,0,0
908,92200.0,0,0,0
909,77136760.11146498,2,0,1
910,77136760.11146498,0,1,1
911,77136760.11146498,2,0,1
912,77136760.11146498,2,0,1
913,31136914.044585988,0,0,1
914,31136914.044585988,0,2,1
915,3194000.0,4,0,0
916,3194000.0,3,0,0
917,3194000.0,4,0,0
918,3194000.0,4,0,0
919,3194000.0,4,0,0
920,3194000.0,3,0,0
921,3194000.0,3,0,0
922,31136914.044585988,0,1,1
923,31136914.044585988,0,2,1
924,31136914.044585988,0,0,1
925,31136914.044585988,1,0,1
926,31136914.044585988,2,0,1
927,31136914.044585988,0,0,1
928,31136914.044585988,1,0,1
929,31136914.044585988,1,0,1
930,31136914.044585988,2,0,1
931,31136914.044585988,0,0,1
932,77136760.11146498,2,0,1
933,77136760.11146498,2,0,1
934,77136760.11146498,2,0,1
935,77136760.11146498,3,0,1
936,77136760.11146498,0,2,1
937,93500.0,0,0,0
938,148340.0,0,0,0
939,733600.0,1,0,0
940,8485000.0,2,1,0
941,31136914.044585988,3,3,1
942,2020000.0,0,2,0
943,2020000.0,0,0,0
944,31136914.044585988,3,0,1
945,10801000.0,1,0,0
946,31136914.044585988,0,0,1
947,31136914.044585988,0,2,1
948,1547690.0,2,1,0
949,1547690.0,1,0,0
950,24345750.0,2,0,0
951,24345750.0,2,0,0
952,24345750.0,2,0,0
953,40000.0,0,0,0
954,18000.0,0,0,0
955,18000.0,0,0,0
956,77136760.11146498,4,0,1
957,77136760.11146498,3,0,1
958,77136760.11146498,3,0,1
959,77136760.11146498,1,0,1
960,77136760.11146498,3,0,1
961,77136760.11146498,2,0,1
962,82960.0,1,2,0
963,82960.0,1,0,0
964,82960.0,0,0,0
965,82960.0,1,0,0
966,25700.0,0,1,0
967,415720.0,0,2,0
968,18300.0,0,0,0
969,31136914.044585988,2,0,1
970,5199000.0,0,2,0
971,36000.0,0,0,0
972,76000.0,0,0,0
973,5007800.0,2,4,0
974,5007800.0,2,4,0
975,7620280.0,0,0,0
976,20009000.0,1,0,0
977,90000.0,0,0,0
978,2100000.0,0,0,0
979,2100000.0,0,2,0
980,1599200.0,1,1,0
981,1599200.0,1,0,0
982,60130.0,0,0,0
983,700.0,0,0,0
984,700.0,1,0,0
985,350000.0,0,0,0
