,Global Speakers,Size,Status,Global Speakers Category
986,3000000.0,1,0,0
987,3000000.0,1,0,0
988,8779176.0,2,0,0
989,8779176.0,2,2,0
990,8779176.0,2,0,0
991,1410700.0,2,0,0
992,1410700.0,2,0,0
993,80200.0,0,2,0
994,3295000.0,0,2,0
995,3295000.0,0,2,0
996,3295000.0,0,0,0
997,14000000.0,2,0,0
998,14000000.0,2,0,0
999,810000.0,0,0,0
1000,98800.0,1,0,0
1001,169980.0,0,2,0
1002,169980.0,2,0,0
1003,169980.0,0,0,0
1004,644200.0,0,0,0
1005,644200.0,0,0,0
1006,31136914.044585988,2,3,1
1007,9037290.0,0,0,0
1008,42300.0,0,0,0
1009,95000.0,1,0,0
1010,95000.0,0,0,0
1011,420000.0,1,0,0
1012,77136760.11146498,2,0,1
1013,4700000.0,1,0,0
1014,4700000.0,2,0,0
1015,4700000.0,3,1,0
1016,4700000.0,2,0,0
1017,4700000.0,1,0,0
1018,4700000.0,1,0,0
1019,5758640.0,1,0,0
1020,5758640.0,1,0,0
1021,280000.0,0,0,0
1022,522000.0,0,0,0
1023,24625591.0,1,0,0
1024,24625591.0,0,2,0
1025,24625591.0,1,0,0
1026,31136914.044585988,0,2,1
1027,17287880.0,2,0,0
1028,17287880.0,1,2,0
1029,17287880.0,1,0,0
1030,20000.0,0,0,0
1031,7227240.0,1,0,0
1032,7227240.0,1,0,0
1033,7227240.0,1,0,0
1034,7227240.0,1,0,0
1035,2226650.0,1,0,0
1036,2226650.0,0,0,0
1037,2226650.0,1,0,0
1038,16321530.0,1,0,0
1039,31136914.044585988,1,0,1
1040,31136914.044585988,0,0,1
1041,2138110.0,3,0,0
1042,2138110.0,1,0,0
1043,8000000.0,0,0,0
1044,31136914.044585988,2,2,1
1045,6700000.0,3,0,0
1046,6700000.0,3,0,0
1047,31136914.044585988,1,0,1
1048,58200000.0,4,0,1
1049,58200000.0,4,0,1
1050,715700.0,0,0,0
1051,31136914.044585988,2,0,1
1052,46000.0,0,0,0
1053,3000000.0,1,0,0
1054,3000000.0,1,0,0
1055,39000.0,1,0,0
1056,357153.0,2,0,0
1057,357153.0,2,0,0
1058,31940300.0,1,2,1
1059,32400000.0,1,2,1
1060,32400000.0,2,0,1
1061,39760.0,1,0,0
1062,1610110.0,1,0,0
1063,1610110.0,1,0,0
1064,14071.0,0,0,0
1065,820000.0,3,1,0
1066,18027740.0,1,0,0
1067,18027740.0,0,0,0
1068,18027740.0,1,0,0
1069,4843200.0,0,2,0
1070,12804900.0,2,0,0
1071,12804900.0,2,2,0
1072,12804900.0,0,1,0
1073,5724200.0,2,2,0
1074,11800000.0,2,0,0
1075,11800000.0,2,0,0
1076,11800000.0,1,0,0
1077,11800000.0,3,0,0
1078,11800000.0,2,0,0
1079,31136914.044585988,1,4,1
1080,31136914.044585988,1,4,1
1081,31136914.044585988,2,0,1
1082,31136914.044585988,2,0,1
1083,31136914.044585988,2,1,1
1084,31136914.044585988,1,4,1
1085,23808890.0,2,0,0
1086,23808890.0,2,0,0
1087,23808890.0,2,0,0
1088,23808890.0,3,0,0
1089,23808890.0,4,0,0
1090,23808890.0,2,1,0
1091,2300000.0,3,0,0
1092,2300000.0,2,0,0
1093,2300000.0,2,0,0
1094,16000000.0,2,0,0
1095,16000000.0,3,0,0
1096,7987320.0,2,0,0
1097,7987320.0,2,0,0
1098,1370000.0,0,0,0
1099,1370000.0,2,0,0
1100,77136760.11146498,2,0,1
1101,77136760.11146498,1,2,1
1102,77136760.11146498,2,0,1
1103,77136760.11146498,2,0,1
1104,22000.0,0,0,0
1105,67000.0,0,0,0
1106,4366000.0,0,0,0
1107,7066000.0,1,0,0
1108,5009510.0,1,1,0
1109,5009510.0,1,0,0
1110,946000.0,0,0,0
1111,20000.0,0,0,0
1112,31136914.044585988,1,3,1
1113,411000.0,0,2,0
1114,77136760.11146498,1,0,1
1115,77136760.11146498,3,0,1
1116,77136760.11146498,2,0,1
1117,381300.0,1,0,0
1118,1870000.0,1,0,0
1119,1870000.0,0,0,0
1120,1870000.0,0,0,0
1121,50462190.0,1,0,1
1122,50462190.0,1,0,1
1123,8900.0,0,0,0
1124,463500.0,0,2,0
1125,60657660.0,1,2,1
1126,60657660.0,1,2,1
1127,60657660.0,2,0,1
1128,60657660.0,1,2,1
1129,6000.0,0,0,0
1130,6000.0,0,0,0
1131,2000000.0,1,0,0
1132,1186710.0,2,0,0
1133,1186710.0,1,0,0
1134,1186710.0,2,0,0
1135,1186710.0,1,4,0
1136,1186710.0,0,0,0
1137,1186710.0,1,2,0
1138,1290000.0,1,0,0
1139,7659780.0,1,0,0
1140,7659780.0,1,0,0
1141,4000000.0,0,0,0
1142,37500.0,0,0,0
1143,37500.0,1,0,0
1144,300000.0,1,0,0
1145,4125740.0,0,2,0
1146,3500.0,0,0,0
1147,1500000.0,0,0,0
1148,187710.0,0,2,0
1149,150000.0,0,0,0
1150,1870730.0,2,0,0
1151,1870730.0,2,0,0
1152,1870730.0,2,0,0
1153,1870730.0,1,0,0
1154,1870730.0,2,0,0
1155,1390000.0,3,0,0
1156,1390000.0,1,0,0
1157,1390000.0,4,0,0
1158,1390000.0,4,0,0
1159,958000.0,0,0,0
1160,25000.0,1,0,0
1161,4790.0,0,0,0
1162,13664710.0,0,2,0
1163,31136914.044585988,1,0,1
1164,1850000.0,0,0,0
1165,1546000.0,0,0,0
1166,11200000.0,1,0,0
1167,46000.0,0,0,0
1168,77136760.11146498,2,0,1
1169,77136760.11146498,2,0,1
1170,77136760.11146498,2,0,1
1171,77136760.11146498,1,1,1
1172,6765590.0,0,0,0
1173,103300.0,1,0,0
1174,31136914.044585988,1,1,1
1175,297000.0,0,0,0
1176,9000000.0,1,0,0
1177,9000000.0,3,0,0
1178,9000000.0,1,0,0
1179,9000000.0,2,0,0
1180,63200.0,0,0,0
1181,63200.0,0,0,0
1182,235000.0,0,0,0
1183,31136914.044585988,2,0,1
1184,33082790.0,2,2,1
1185,33082790.0,0,0,1
1186,33082790.0,1,0,1
1187,33082790.0,2,2,1
1188,33082790.0,2,0,1
1189,33082790.0,1,0,1
1190,31136914.044585988,2,1,1
1191,6000000.0,0,2,0
1192,31136914.044585988,2,3,1
1193,77136760.11146498,2,0,1
1194,77136760.11146498,3,0,1
1195,77136760.11146498,2,0,1
1196,77136760.11146498,3,0,1
1197,77136760.11146498,3,0,1
1198,77136760.11146498,3,0,1
1199,546000.0,1,0,0
1200,31136914.044585988,1,0,1
1201,10100000.0,0,0,0
1202,10100000.0,1,0,0
1203,25164820.0,2,0,0
1204,25164820.0,1,0,0
1205,25164820.0,3,0,0
1206,186800.0,1,0,0
1207,7852500.0,0,1,0
1208,30000000.0,2,0,0
1209,76950770.0,2,0,1
1210,76950770.0,2,0,1
1211,76950770.0,2,0,1
1212,76950770.0,2,0,1
1213,117000.0,2,0,0
1214,76000.0,1,0,0
1215,5009510.0,0,0,0
1216,900000.0,0,0,0
1217,900000.0,0,2,0
1218,900000.0,0,2,0
1219,58000.0,0,0,0
1220,140000.0,0,0,0
1221,600000.0,0,1,0
1222,3500.0,0,0,0
1223,2611110.0,0,0,0
1224,573050.0,0,0,0
1225,8000000.0,2,0,0
1226,8000000.0,2,0,0
1227,8000000.0,3,0,0
1228,13700.0,0,2,0
1229,3843000.0,2,0,0
1230,3843000.0,3,0,0
1231,3843000.0,1,0,0
1232,3843000.0,0,2,0
1233,3843000.0,1,1,0
1234,31136914.044585988,0,1,1
1235,250.0,0,1,0
1236,5267290.0,1,0,0
1237,5267290.0,2,0,0
1238,5267290.0,2,0,0
1239,19183300.0,0,2,0
1240,130000.0,0,0,0
1241,450000.0,0,0,0
1242,300000.0,1,0,0
1243,26453300.0,1,0,0
1244,26453300.0,3,0,0
1245,26453300.0,2,0,0
1246,50300.0,2,0,0
1247,367357.0,1,0,0
1248,367357.0,1,0,0
1249,367357.0,4,1,0
1250,367357.0,2,2,0
1251,367357.0,4,1,0
1252,39844260.0,2,0,1
1253,39844260.0,1,0,1
1254,39844260.0,2,0,1
1255,39844260.0,2,0,1
1256,45966239.0,1,0,1
1257,1500.0,1,0,0
1258,316660.0,0,0,0
1259,441182.0,1,0,0
1260,441182.0,1,0,0
1261,441182.0,0,0,0
1262,441182.0,0,0,0
1263,441182.0,0,0,0
1264,3680100.0,0,0,0
1265,1344000.0,0,2,0
1266,8000.0,0,2,0
1267,12000000.0,0,2,0
1268,31136914.044585988,0,0,1
1269,31136914.044585988,2,0,1
